username,date_of_election,isSuccessful,votes,pages_created,total_edits,article_edits,user_edits,user_talk_edits,file_edits,file_talk_edits,template_edits,template_talk_edits,wikipedia_edits,wikipedia_talk_edits,category_edits,category_talk_edits,draft_edits,draft_talk_edits,talk_edits,gender,days_active,keep_votes,delete_votes,sp_keep_votes,sp_delete_votes,merge_votes,redirect_votes,transwiki_votes,userfy_votes,total_afd_votes,accounts
28bytes,2011-06-07 14:35:00,1,12,162,5532,1624,121,1644,27,0,220,229,1149,329,59,0,0,0,130,male,1637,28,52,1,4,2,6,0,0,93,39
5 albert square,2011-01-31 08:28:00,1,3,18,3090,1500,80,1291,2,0,2,4,132,3,1,0,0,0,75,female,653,4,17,0,0,0,2,0,0,23,10
Acdixon,2011-01-26 18:34:00,1,0,214,2561,994,66,112,2,0,11,12,136,29,0,54,0,0,1145,male,1609,5,7,0,0,0,0,0,0,12,21
Anomie,2011-09-24 12:04:00,1,0,22,10494,2419,1794,1194,71,0,362,622,2395,852,14,0,0,0,771,unknown,2290,3,4,1,0,1,4,0,0,13,82
Bahamut0013,2011-04-10 05:06:00,1,5,197,8393,5640,452,466,44,1,480,242,449,149,76,1,0,0,393,male,1503,37,86,2,1,23,25,1,0,175,56
Boing! said Zebedee,2011-02-22 19:40:00,1,150,37,8044,3900,24,2907,1,0,5,0,735,97,0,0,0,0,375,unknown,1268,30,114,0,11,1,6,0,1,163,55
Catfish Jim and the soapdish,2011-04-27 12:26:00,1,1,139,3586,1943,134,903,0,0,4,0,341,18,0,0,0,0,243,male,1301,24,116,3,10,1,2,0,0,156,28
CharlieEchoTango,2011-11-23 06:37:00,1,2,79,7872,3596,88,2416,80,1,46,23,861,304,4,0,1,0,452,unknown,427,13,47,1,6,0,1,0,0,68,285
DeltaQuad,2011-05-12 02:28:00,1,3,87,6749,1425,420,1799,3,2,46,7,2606,103,10,6,1,0,321,female,1283,3,7,0,0,0,0,0,0,10,35
Drmies,2011-05-20 04:31:00,1,52,807,33357,18872,390,9642,63,2,68,390,2948,33,23,1,0,0,925,unknown,1360,4,53,0,0,3,0,0,0,60,6
ErikHaugen,2011-02-03 02:19:00,1,18,92,1381,500,31,337,0,0,130,20,159,13,0,1,0,0,190,male,2142,17,88,0,0,1,4,0,0,110,11
ErrantX,2011-02-11 13:02:00,1,0,65,1668,866,45,186,5,0,4,2,263,31,1,0,0,0,265,male,1749,11,56,0,0,5,1,0,0,73,25
Feezo,2011-03-19 11:13:00,1,13,64,3650,1710,24,1164,9,0,19,2,463,65,14,3,0,0,177,unknown,2280,22,141,0,11,4,2,1,0,181,22
Fluffernutter,2011-08-12 16:06:00,1,2,58,10767,7651,200,2145,86,4,58,7,304,58,4,0,0,0,250,female,1214,5,31,0,1,3,0,0,0,40,48
GB fan,2011-09-12 01:05:00,1,65,124,25159,16449,121,3439,3,0,19,2,2099,116,5,0,1,0,2905,unknown,1075,4,63,0,1,0,1,0,1,70,68
Gfoley4,2011-03-05 22:43:00,1,22,177,8488,3620,481,2289,27,1,515,75,877,76,28,1,0,0,498,unknown,381,1,9,0,1,0,0,0,0,11,42
Gimme danger,2011-01-08 11:41:00,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,1663,0,5,0,0,0,0,0,0,5,10
Gonzonoir,2011-01-26 13:42:00,1,40,235,1387,788,38,325,0,0,0,31,115,21,0,0,0,0,69,unknown,1107,41,109,0,0,5,8,0,0,163,78
Guerillero,2011-11-23 23:14:00,1,36,41,6590,1872,179,1920,116,101,186,40,1325,277,12,0,0,0,562,male,747,16,38,1,3,2,3,0,0,63,58
HJ Mitchell,2011-05-02 18:54:00,1,22,338,27300,9080,665,9161,67,3,857,265,5457,389,12,4,0,0,1340,male,764,2,17,0,0,1,0,0,0,20,55
Ironholds,2011-01-01 23:02:00,1,3,856,3760,1344,159,1200,3,0,5,40,746,116,0,0,0,0,147,male,1005,5,88,0,0,0,0,0,0,93,59
JaGa,2011-03-09 05:31:00,1,0,950,18565,14947,44,1594,16,4,768,13,652,207,52,0,0,0,268,male,1656,10,180,0,0,1,3,0,0,194,55
January,2011-05-29 12:03:00,1,1,106,5745,2672,95,1708,44,0,7,13,982,23,1,0,3,0,197,female,622,0,57,0,0,0,0,0,0,57,29
Jimp,2011-06-08 00:25:00,1,0,108,18801,7595,723,347,2,1,5671,1008,679,1663,78,28,0,0,1006,unknown,2185,2,15,0,0,0,0,0,0,17,27
Ks0stm,2011-09-06 23:09:00,1,10,72,5277,1827,259,1357,5,1,73,22,1239,100,18,34,0,0,342,male,1562,0,33,0,0,0,0,0,0,33,77
Kudpung,2011-02-23 10:02:00,1,82,131,5371,1645,293,1955,14,0,17,7,631,247,0,0,0,0,562,male,1590,12,71,0,1,1,18,0,0,103,28
MichaelQSchmidt,2011-11-27 06:22:00,1,56,106,30731,8181,1707,7026,272,0,3,253,11545,660,1,0,4,0,1079,male,1418,80,47,8,3,4,21,0,12,175,31
Peridon,2011-03-06 19:43:00,1,4,20,3918,945,77,1711,0,0,1,0,1066,12,0,0,0,0,106,male,1024,5,129,0,2,0,3,0,0,139,56
Ponyo,2011-01-26 16:31:00,1,20,19,3048,1623,26,955,0,0,0,0,94,15,0,0,0,0,335,female,1401,17,114,0,2,1,8,0,0,142,65
Qwyrxian,2011-07-19 00:21:00,1,6,23,14064,6938,124,3498,0,0,19,12,649,181,5,2,0,0,2636,unknown,1002,17,81,0,0,1,1,0,0,100,19
Rami R,2011-02-07 11:50:00,1,30,21,1072,518,26,235,5,0,3,2,118,11,1,0,0,0,153,unknown,1647,9,19,0,1,5,0,0,0,34,45
Reaper Eternal,2011-07-21 13:09:00,1,68,67,23651,9856,413,9709,45,4,68,35,2772,173,13,1,0,0,562,female,665,5,42,2,3,2,1,0,0,55,41
Redrose64,2011-10-07 13:38:00,1,0,375,38450,26352,1403,2198,32,4,1471,1037,1068,1081,610,65,0,0,3129,unknown,886,13,22,0,1,8,2,0,0,46,104
RHM22,2011-04-12 17:17:00,1,1,26,3159,1038,639,859,6,1,77,20,288,67,0,0,0,0,164,unknown,415,3,1,0,0,2,0,0,0,6,36
Richwales,2011-09-17 20:05:00,1,20,37,6564,3478,376,1019,14,8,31,45,565,151,1,4,0,0,872,male,2387,20,145,0,1,14,5,0,1,186,107
Sadads,2011-05-13 17:40:00,1,1,622,18429,10586,194,1648,23,2,155,47,551,149,158,4,0,0,4912,male,2009,55,96,0,0,17,12,0,0,180,99
Salvio giuliano,2011-03-26 11:57:00,1,99,7,3095,955,58,1284,1,0,37,3,489,35,0,1,0,0,232,male,472,0,0,0,0,0,0,0,0,0,104
SarekOfVulcan,2011-05-02 21:19:00,1,4,236,11567,4778,175,2823,41,4,63,5,2091,239,17,0,1,1,1329,male,2590,51,91,2,2,9,2,0,0,157,51
Slon02,2011-12-13 03:43:00,1,0,89,17911,8289,544,6644,35,9,43,9,1309,85,10,2,1,0,931,male,730,22,101,1,1,13,11,0,0,149,30
Smartse,2011-01-25 16:04:00,1,8,294,1386,714,36,210,2,0,17,98,148,30,0,0,0,0,131,unknown,1118,7,144,0,2,2,5,0,0,160,54
Swarm,2011-10-12 01:34:00,1,98,43,10193,2793,891,3084,10,3,138,29,2139,452,2,0,0,0,652,male,1221,5,21,0,1,3,1,0,0,31,53
The Blade of the Northern Lights,2011-11-28 18:46:00,1,38,138,14164,4290,192,6145,0,0,4,1,2755,445,3,0,0,0,329,unknown,634,6,68,0,3,3,1,0,0,81,67
The Bushranger,2011-02-15 17:36:00,1,0,987,6735,2793,446,743,17,1,262,583,1038,211,76,44,0,0,521,male,980,8,1,0,0,0,27,0,0,36,2
Tom Morris,2011-11-25 21:20:00,1,9,81,23365,6460,659,3221,5010,3,57,16,6459,113,19,2,0,0,1346,male,2114,1,7,0,0,0,2,0,0,10,140
TParis,2011-06-09 19:11:00,1,10,21,3018,657,70,1164,2,0,5,20,845,59,0,0,0,0,196,male,1008,6,12,0,0,0,1,0,0,19,24
Tyrol5,2011-07-15 15:13:00,1,43,211,7583,3274,515,1922,223,7,112,8,536,126,1,1,0,0,858,male,969,4,30,1,1,1,1,0,0,38,74
Valfontis,2011-03-18 20:48:00,1,0,2261,15426,9654,596,1797,3,2,73,53,594,381,158,503,1,1,1610,female,1894,9,67,3,2,1,2,0,0,84,2
Worm That Turned,2011-06-29 10:10:00,1,40,27,4029,1075,760,1263,8,0,15,51,395,196,0,0,3,0,263,male,1082,24,31,0,0,3,2,0,0,60,48
A520,2011-12-24 14:21:00,0,0,2,2149,862,244,945,3,0,22,3,46,12,2,0,0,0,10,male,378,0,2,0,0,0,0,0,0,2,1
A930913,2011-01-09 12:30:00,0,0,0,144,57,11,53,0,0,0,0,23,0,0,0,0,0,0,unknown,249,2,0,0,0,0,0,0,0,2,23
Ancient Apparition,2011-05-15 04:41:00,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,30,0,1,0,0,0,0,0,0,1,671
Andrew J Powers,2011-05-01 20:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,369,0,0,0,0,0,0,0,0,0,3
Ankitbhatt,2011-10-18 20:08:00,0,0,34,3633,2808,36,208,1,0,290,0,60,14,3,0,0,0,213,male,996,1,0,0,0,0,0,0,0,1,21
Ankitkool1988,2011-03-06 20:28:00,0,0,1,14,9,0,0,0,0,0,0,5,0,0,0,0,0,0,unknown,751,0,0,0,0,0,0,0,0,0,3
Ant682,2011-04-23 17:25:00,0,0,0,87,2,62,13,0,0,1,0,8,1,0,0,0,0,0,unknown,6,0,0,0,0,0,0,0,0,0,5
Armbrust,2011-05-12 17:31:00,0,25,1163,37104,23783,590,3668,2174,598,787,107,3398,189,246,84,0,0,1480,male,891,0,0,0,0,0,0,0,0,0,66
AwesomeSponge,2011-12-11 03:20:00,0,0,0,20,3,2,11,0,0,0,0,4,0,0,0,0,0,0,male,24,0,0,0,0,0,0,0,0,0,13
Breawycker,2011-02-19 23:47:00,0,1,3,1364,526,60,640,2,4,3,0,95,2,2,0,3,0,27,male,902,2,22,1,1,1,0,0,0,27,22
Buggie111,2011-12-23 21:38:00,0,38,46,6684,2303,366,1702,0,0,55,171,1317,322,5,0,0,0,443,male,754,5,10,0,1,4,1,0,0,21,97
BuickCenturyDriver,2011-04-13 10:41:00,0,92,146,4250,1667,441,1205,15,0,119,1,688,32,5,0,0,0,77,unknown,1557,40,106,0,2,12,5,1,1,167,18
BusterD,2011-12-23 04:44:00,0,25,180,12876,4988,466,2870,11,4,178,141,2292,395,228,4,0,0,1299,unknown,2346,9,21,0,0,4,1,0,0,35,34
Calabe1992,2011-10-27 16:19:00,0,0,6,11902,5082,93,5808,4,1,40,1,749,21,1,0,0,0,102,male,199,1,7,0,0,0,0,0,0,8,15
Cjc811,2011-04-13 16:38:00,0,0,2,109,69,8,11,0,0,0,0,20,0,0,0,0,0,1,male,85,0,0,0,0,0,0,0,0,0,1
Coolguy22468,2011-10-09 17:55:00,0,0,70,2002,1563,84,149,6,1,25,2,51,1,0,0,0,0,120,male,1994,1,0,0,0,0,0,0,0,1,39
Core2012,2011-01-29 07:06:00,0,0,0,22,10,0,0,0,0,0,0,6,0,0,0,0,0,6,male,589,0,0,0,0,0,0,0,0,0,11
Cprice1000,2011-01-01 20:08:00,0,0,8,794,188,63,350,5,0,0,1,32,25,0,0,0,0,130,male,183,8,4,1,0,0,0,0,3,16,19
Ctjf83,2011-01-15 03:58:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,564,0,0,0,0,0,0,0,0,0,23
Curtis23,2011-06-18 11:37:00,0,0,33,1080,386,122,138,0,0,2,0,150,207,0,0,0,0,75,male,719,6,23,0,1,0,0,0,0,30,11
CWH,2011-07-25 15:05:00,0,0,34,1580,1176,197,55,0,0,0,0,8,1,0,1,0,0,142,unknown,2185,7,5,0,0,0,0,0,0,12,1
Dayewalker,2011-11-02 23:59:00,0,11,8,12534,6779,277,2347,0,0,7,1,1544,63,5,1,0,0,1510,unknown,1264,18,40,4,3,2,0,0,0,67,1
Dudemanfellabra,2011-07-03 21:56:00,0,0,386,12598,4399,554,405,1,1,378,147,680,525,72,77,0,0,5359,male,1203,1,0,0,0,0,0,0,0,1,62
Dusti,2011-03-16 05:34:00,0,3,20,6392,2774,286,2087,1,0,10,0,1020,31,0,0,0,0,183,male,1429,9,11,1,7,0,2,0,1,31,650
Dylan620,2011-04-18 16:22:00,0,93,33,2735,923,335,936,1,0,2,5,462,46,2,0,0,0,23,male,1312,0,11,0,0,0,0,1,0,12,63
E2eamon,2011-07-05 19:13:00,0,5,123,8323,3628,30,3748,7,0,50,132,576,24,3,2,0,0,123,male,850,5,33,0,0,1,0,0,0,39,28
Ebikeguy,2011-05-28 22:18:00,0,0,4,1140,416,37,350,10,1,3,0,94,25,0,0,0,0,204,unknown,1650,15,26,0,0,4,2,0,0,47,2
Eduemoni,2011-03-07 18:12:00,0,0,19,859,247,87,55,10,0,39,1,249,18,10,0,0,0,143,unknown,1612,3,134,0,13,1,10,0,2,163,2
Floydian,2011-05-05 06:41:00,0,0,347,6436,2944,223,473,28,4,132,54,757,323,1,0,0,0,1497,male,2823,17,48,1,3,10,11,0,0,90,24
GiantSnowman,2011-01-14 17:20:00,0,0,4062,2651,1590,15,193,0,0,92,34,379,148,10,18,0,0,172,male,1782,32,152,0,0,4,5,0,0,193,54
Giftiger wunsch,2011-01-12 23:25:00,0,3,45,676,135,3,207,0,0,0,5,245,23,0,0,0,1,57,unknown,1018,8,47,2,5,0,3,0,0,65,21
Glane23,2011-02-15 22:18:00,0,0,6,9657,4600,91,4366,18,0,8,0,386,9,7,0,0,0,172,unknown,1029,45,102,0,6,5,2,0,0,160,36
Latish redone,2011-11-23 02:19:00,0,0,26,732,496,55,50,0,0,31,4,64,7,0,0,0,0,25,unknown,1669,0,3,0,0,0,0,0,0,3,1
Logan,2011-05-14 00:07:00,0,22,190,24724,11701,787,7821,72,1,206,85,2725,55,321,8,0,0,942,male,1523,0,17,0,0,0,1,0,0,18,657
MacMed,2011-03-24 02:15:00,0,8,33,424,106,38,84,1,0,2,0,109,20,0,0,0,0,64,male,682,4,21,0,1,2,3,1,0,32,39
Methecooldude,2011-07-01 21:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0,0
Moxy,2011-05-28 08:59:00,0,3,64,16836,10386,507,1237,23,3,926,71,1589,634,97,0,0,0,1363,male,865,24,29,0,1,1,3,0,0,58,28
My76Strat,2011-03-08 20:56:00,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,male,1326,0,0,0,0,0,0,0,0,0,23
N419BH,2011-05-14 20:50:00,0,5,10,5290,2395,30,2176,9,0,9,0,384,27,1,0,0,0,259,male,850,2,4,2,0,0,0,0,0,8,26
N5iln,2011-07-15 22:50:00,0,68,6,14475,5824,122,6582,4,1,32,3,1511,36,10,0,0,0,350,male,1888,13,37,0,1,8,0,0,0,59,13
Neutralhomer,2011-03-26 16:46:00,0,26,348,7615,2856,311,2762,85,0,225,15,957,122,25,0,0,0,257,male,1417,38,77,14,8,10,4,0,0,151,639
NickPenguin,2011-03-20 03:16:00,0,0,35,1428,727,15,156,0,0,32,2,293,129,5,0,0,0,69,unknown,1918,36,84,0,5,38,11,5,0,179,39
NYMets2000,2011-08-30 16:23:00,0,1,25,1450,603,285,437,1,0,5,0,92,8,0,0,0,0,19,male,428,0,7,0,3,0,0,0,0,10,49
Nyswimmer,2011-02-04 20:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,876,0,0,0,0,0,0,0,0,0,11
RadioFan,2011-03-06 23:35:00,0,0,6095,17316,8753,110,4543,655,1,94,18,1487,69,6,0,0,0,1580,unknown,1155,28,145,2,4,8,9,0,0,196,2
Reenem,2011-01-27 05:16:00,0,0,209,1703,1447,78,58,0,0,19,0,63,0,0,0,0,0,38,unknown,927,7,2,0,0,3,0,0,0,12,23
Rehman,2011-04-07 01:57:00,0,0,676,4903,2558,57,309,4,3,84,38,381,50,9,56,0,0,1354,male,1050,2,13,0,3,2,2,0,0,22,93
Richardcavell,2011-07-24 16:38:00,0,110,907,7476,4412,239,659,8,0,18,4,1731,69,29,2,3,0,302,male,2186,65,108,0,3,0,7,0,0,183,26
RobertMfromLI,2011-08-12 03:11:00,0,3,0,2878,647,185,1395,2,0,0,0,264,9,0,0,0,0,376,male,660,0,9,0,1,0,0,0,0,10,16
Slon02,2011-03-05 05:25:00,0,0,49,2849,1243,91,1196,6,0,6,2,212,1,3,0,0,0,89,male,447,23,104,1,1,13,11,0,0,153,23
Snakenath,2011-06-07 16:48:00,0,0,2,33,20,2,5,0,0,0,0,3,1,0,0,0,0,2,unknown,1,0,0,0,0,0,0,0,0,0,1
Snottywong,2011-02-21 22:11:00,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,309,0,0,0,0,0,0,0,0,0,34
Spongefrog,2011-09-28 18:33:00,0,11,43,7129,4307,236,1749,0,0,5,4,508,62,0,3,0,0,255,male,965,0,9,0,0,0,0,0,0,9,21
Staffwaterboy,2011-02-13 07:59:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,987,0,0,0,0,0,0,0,0,0,23
SunCountryGuy01,2011-03-22 23:21:00,0,2,50,2778,1419,25,729,21,0,57,3,221,27,7,0,1,0,268,male,83,0,2,0,0,0,0,0,0,2,2
Tarheel95,2011-12-08 00:46:00,0,0,17,4264,1284,623,1404,0,0,15,0,490,11,0,0,0,0,437,male,1427,13,73,1,13,6,3,0,0,109,21
TedPavlic,2011-07-10 21:53:00,0,0,228,1977,1529,21,73,1,0,19,9,41,26,0,0,0,0,258,male,1946,0,0,0,0,0,0,0,0,0,22
Timl2k4,2011-07-10 05:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,588,0,0,0,0,0,0,0,0,0,20
Ttonyb1,2011-06-05 01:10:00,0,0,188,28536,11714,292,14095,1,0,4,0,2007,14,0,0,9,0,400,unknown,1523,0,138,0,0,0,0,0,0,138,97
VegetaSaiyan,2011-12-08 01:07:00,0,0,6,422,237,36,85,0,0,0,0,13,0,0,0,0,0,51,male,106,1,2,0,0,0,0,0,0,3,15
Wcreed88,2011-02-12 18:23:00,0,0,3,99,92,0,0,0,0,2,0,5,0,0,0,0,0,0,unknown,1510,0,0,0,0,0,0,0,0,0,1
Who Am I Why Am I Here,2011-05-10 23:37:00,0,5,0,134,12,15,13,0,0,3,0,87,1,0,0,0,0,3,unknown,34,0,2,0,0,1,0,0,0,3,13
WikiCopter,2011-03-07 10:18:00,0,1,10,862,147,104,42,1,0,1,7,281,54,0,0,0,0,225,male,214,1,7,0,0,1,0,0,0,9,13
Wikipedian2,2011-04-03 04:10:00,0,0,0,2381,982,51,1093,0,0,3,0,149,35,0,0,0,0,68,unknown,1005,5,26,0,3,0,0,0,0,34,13
Wikispott,2011-04-24 05:46:00,0,0,0,13,3,0,5,0,0,0,0,4,1,0,0,0,0,0,unknown,229,1,0,0,0,0,0,0,0,1,4
Wilbysuffolk,2011-04-05 05:51:00,0,0,23,1796,509,693,262,5,0,36,4,154,1,0,0,0,0,132,male,177,31,153,1,0,2,0,0,0,187,20
ZooPro,2011-04-07 12:41:00,0,0,22,2413,298,86,629,6,0,15,1,177,191,10,25,0,0,975,male,704,1,3,0,0,2,0,0,0,6,25
GSorby,2011-07-11 17:06:00,0,0,9,2474,1096,97,401,585,94,15,0,24,55,0,0,0,0,107,male,541,0,0,0,0,0,0,0,0,0,10
Guoguo12,2011-06-19 23:06:00,0,3,36,5519,2863,129,1356,4,0,69,26,766,179,5,0,1,0,121,male,1193,22,67,0,4,2,1,0,0,96,36
GutiLucian02,2011-02-05 20:13:00,0,0,0,44,12,1,25,0,0,0,0,6,0,0,0,0,0,0,male,7,0,0,0,0,0,0,0,0,0,18
Hallows AG,2011-12-08 01:42:00,0,0,11,8249,3437,197,3342,31,1,39,3,624,258,2,0,0,0,315,unknown,150,1,3,0,0,0,0,0,0,4,29
HangingCurve,2011-11-26 14:40:00,0,0,195,38469,27478,862,5933,36,0,211,1,3437,157,17,0,0,0,337,male,2816,0,43,0,0,0,0,0,0,43,3
Hazard-SJ,2011-04-30 18:59:00,0,0,4,714,347,40,256,1,0,4,1,51,2,1,0,0,0,11,male,365,1,8,0,0,4,0,0,0,13,100
Inka 888,2011-03-15 08:33:00,0,67,10,391,72,64,160,1,0,6,0,77,3,1,0,0,0,7,male,241,0,2,0,0,0,0,0,0,2,25
ItsZippy,2011-10-14 23:47:00,0,7,5,3772,1803,113,1376,3,0,19,1,307,16,3,3,0,0,128,male,782,9,44,0,2,0,3,0,0,58,24
Jsfouche,2011-05-30 16:31:00,0,0,428,2287,1408,20,375,16,0,206,4,70,1,41,1,0,0,145,male,1185,13,139,1,1,3,3,0,0,160,33
Katharineamy,2011-05-07 23:24:00,0,0,90,26140,16208,35,25,0,0,1,0,27,1,238,0,4,0,9601,unknown,1654,1,20,0,1,0,0,0,0,22,1
Ke5crz,2011-06-03 03:20:00,0,0,10,891,439,48,201,0,0,29,0,70,2,21,1,0,0,80,unknown,2132,1,6,0,0,0,0,0,0,7,1
Kylekieran,2011-12-29 02:19:00,0,0,99,4701,1548,100,30,18,217,178,144,275,94,121,512,0,0,1464,male,1090,1,0,0,0,0,0,0,0,1,43
