MZMcBride,2010-08-24 08:25:00,0,0,178583,2005,818
Al Ameer son,2009-03-17 16:18:00,1,0,43865,2007,865
Fram,2007-02-19 09:07:00,1,0,169519,2005,567
Gilliam,2007-01-29 18:29:00,1,0,275975,2005,328
Graham87,2007-08-07 06:45:00,1,0,130922,2005,85
Iridescent,2007-09-13 19:34:00,1,0,193005,2006,79
Keith D,2007-12-04 19:34:00,1,0,218196,2006,334
Meno25,2007-03-30 20:05:00,1,0,119692,2006,192
MZMcBride,2010-08-24 08:25:00,1,0,178583,2005,818
Nehrams2020,2007-09-16 23:00:00,1,0,82497,2006,106
Nyttend,2007-11-01 04:00:00,1,0,244071,2006,1803
Wizardman,2007-01-22 02:22:00,1,0,238167,2006,70
Zzuuzz,2007-02-10 21:44:00,1,0,91583,2005,74
Betacommand,2007-09-06 20:20:00,0,0,86927,2005,5
MER-C,2007-02-03 11:31:00,0,0,186392,2006,179
TenPoundHammer,2009-09-02 17:21:00,0,0,218352,2005,1821
TonyTheTiger,2007-04-14 19:18:00,0,0,350636,2006,366
BrownHairedGirl,2006-05-07 20:46:00,1,0,416824,2006,458
Edgar181,2006-07-11 03:41:00,1,0,141282,2005,663
NawlinWiki,2006-08-18 22:10:00,1,0,219725,2005,130
Ohnoitsjamie,2006-01-21 02:07:00,1,0,153813,2005,1
Vegaswikian,2006-01-21 11:47:00,1,0,270510,2005,555
Alan Liefting,2006-06-20 02:41:00,0,0,134249,2004,518
Anthony Appleyard,2007-04-11 16:54:00,0,0,137196,2004,1405
MER-C,2007-02-03 11:31:00,0,0,186392,2006,179
Brian Kendig,2005-10-01 03:52:00,1,0,6173,2004,58
Briangotts,2005-08-06 20:57:00,1,0,14431,2005,471
CambridgeBayWeather,2005-10-16 11:10:00,1,0,183763,2004,718
Darwinek,2005-08-07 01:10:00,1,0,135029,2004,1051
DragonflySixtyseven,2005-10-02 16:21:00,1,0,52307,2004,200
Slambo,2005-03-23 22:04:00,1,0,145691,2004,540
Timrollpickering,2005-02-18 16:00:00,1,0,132808,2004,336
Wikiacc,2005-10-10 23:28:00,1,0,5180,2004,50
Wikibofh,2005-10-07 21:08:00,1,0,10399,2005,174
Wilfried Derksen,2005-04-13 17:56:00,1,0,20321,2004,1268
Wwoods,2005-04-06 10:15:00,1,0,45858,2004,1196
Darwinek,2005-08-07 01:10:00,0,0,135029,2004,1051
Anetode,2007-02-19 02:20:00,1,0,26855,2005,117
Armbrust,2011-05-12 17:31:00,0,0,254226,2008,1163
Tide rolls,2010-05-12 22:52:00,1,0,211682,2008,2
Favonian,2010-07-19 15:40:00,1,0,173539,2008,170
Excirial,2010-04-09 14:31:00,1,0,182244,2007,26
Anetode,2007-02-19 02:20:00,1,0,26855,2005,117
AzaToth,2007-01-09 16:05:00,1,0,22922,2004,19
Chochopk,2007-06-10 01:15:00,1,0,24481,2005,138
Danny,2004-01-24 17:33:00,1,0,41414,2002,618
Rzrscm,2010-05-30 11:31:00,0,0,1246,2006,1
AgentB1,2009-09-13 14:57:00,0,0,47,2009,1
Audi152,2009-10-17 04:38:00,0,0,324,2009,0
chase-mvp,2009-10-12 04:08:00,0,0,12,2009,0
DAFMM,2009-08-13 14:43:00,0,0,4567,2008,7
DaL33T,2009-08-24 18:40:00,0,0,3011,2008,1
Einsteinbud,2009-05-24 12:35:00,0,0,574,2009,18
Facha93,2009-08-01 20:43:00,0,0,569,2008,6
Jfk52917,2009-08-23 04:20:00,0,0,234,2008,2
Koman90,2009-03-24 03:01:00,0,0,12239,2008,1
kylekieran,2009-08-22 20:04:00,0,0,6821,2009,6
Llampadari,2009-04-25 19:34:00,0,0,112,2009,3
Mohammad adil,2009-09-15 22:02:00,0,0,6082,2006,82
VTomi,2009-08-25 20:00:00,0,0,148,2009,0
Wetman88,2009-04-03 01:46:00,0,0,186,2009,6
Wikifan798,2009-11-09 10:23:00,0,0,114,2009,1
Gazimoff,2008-07-28 17:23:00,1,0,5217,2008,3
Arienh4,2008-06-09 18:34:00,0,0,1,2011,0
Ecoleetage,2008-01-31 16:48:00,0,0,15020,2005,4
Iamawesome800,2008-12-13 02:58:00,0,0,0,2009,0
nassir49,2008-08-10 01:45:00,0,0,84,2006,5
Prashanthns,2008-04-28 14:54:00,0,0,17128,2005,22
Ro098,2008-05-09 21:25:00,0,0,177,2008,0
Shapiros10,2008-03-02 13:58:00,0,0,15,2009,0
Delldot,2007-02-11 00:25:00,1,0,44759,2005,625
Eleassar,2007-06-18 12:16:00,1,0,77219,2005,182
Ikiroid,2006-07-21 15:58:00,1,0,6781,2005,18
Mikeblas,2007-04-03 02:16:00,1,0,30876,2005,67
PeaceNT,2007-05-18 15:48:00,1,0,14025,2006,20
Rebelguys2,2007-03-15 17:57:00,1,0,11,2007,0
Richardshusr,2007-06-19 08:03:00,1,0,6,2010,0
Walton One,2007-12-10 11:02:00,1,0,9577,2006,68
Abela2006,2007-03-20 03:43:00,0,0,25,2006,0
Averross,2007-01-10 17:00:00,0,0,445,2006,3
AzaToth,2007-01-09 16:05:00,0,0,22922,2004,19
Hiddenhearts,2007-01-22 20:12:00,0,0,584,2006,1
Jetstar888,2007-12-09 04:47:00,0,0,69,2006,5
Mehrshad123,2007-02-14 21:32:00,0,0,655,2005,0
Nenyedi,2007-05-04 17:56:00,0,0,2850,2006,38
Nimrauko,2007-05-17 13:46:00,0,0,113,2005,0
owie123,2007-03-05 16:41:00,0,0,98,2006,1
Wandalstouring,2007-02-26 05:37:00,0,0,14383,2006,14
Wisdom89,2008-01-22 01:39:00,0,0,31599,2004,3
Aecis,2006-01-07 00:33:00,1,0,36712,2004,118
Aude,2006-02-15 03:45:00,1,0,39568,2004,43
CBDunkerson,2006-03-27 01:30:00,1,0,14940,2003,312
Consumed Crustacean,2006-08-14 00:16:00,1,0,9294,-,17
Dsmdgold,2006-01-09 19:16:00,1,0,11868,2004,944
Husnock,2006-01-07 18:49:00,1,0,12977,2004,847
JLaTondre,2006-07-04 00:57:00,1,0,43138,2005,38
Kilo-Lima,2006-04-07 14:27:00,1,0,10579,2005,180
Peruvianllama,2006-01-22 12:15:00,1,0,13499,2004,27
Quarl,2006-02-01 20:49:00,1,0,31392,2004,282
Sarge Baldy,2007-01-22 22:36:00,1,0,2,2008,0
Sir Nicholas de Mimsy-Porpington,2006-07-28 12:59:00,1,-,-,-,24
Stifle,2006-02-28 13:20:00,1,0,74546,2005,24
Viridae,2006-08-01 13:15:00,1,0,13774,2006,16
WAvegetarian,2006-07-23 15:26:00,1,0,7389,2005,44
Wwwwolf,2006-05-28 15:48:00,1,0,7005,2004,57
AMK152,2006-06-27 02:34:00,0,0,25078,2005,37
Andy5190,2006-06-07 23:53:00,0,0,357,2006,6
Bottesini,2006-05-03 23:14:00,0,0,4009,2006,18
Caldorwards4,2007-07-15 11:30:00,0,0,45326,2005,218
CrnaGora,2006-01-15 06:21:00,0,0,8770,2005,543
Foxearth,2006-05-02 17:08:00,0,0,1131,2005,45
Genisock2,2006-02-03 21:53:00,0,0,7165,2006,12
griffjam,2006-05-29 19:54:00,0,0,71,2006,0
Hurricanehink,2008-03-10 21:28:00,0,0,49401,2005,310
Ikiroid,2006-07-21 15:58:00,0,0,6781,2005,18
Information Center,2006-03-24 02:55:00,0,0,1459,-,0
Karmafist,2006-02-24 01:57:00,0,0,13920,2004,109
Martial Law,2006-03-07 16:03:00,0,0,8423,2005,6
Maxamegalon2000,2006-12-19 07:01:00,0,0,9883,2005,21
Messedrocker,2006-09-07 07:55:00,0,0,0,2009,0
Peteg913,2006-06-04 01:07:00,0,0,623,2006,1
Post Falls Man,2006-08-10 17:28:00,0,0,212,2006,3
Qrc2006,2006-09-07 16:52:00,0,0,7759,2006,229
Rmrfstar,2006-05-12 08:08:00,0,0,1,2012,0
Robert McClenon,2006-03-20 02:16:00,0,0,17149,2005,7
Viridae,2006-08-01 13:15:00,0,0,13774,2006,16
Weirdy,2006-04-19 00:58:00,0,0,3549,2005,6
Werdna,2008-05-21 06:09:00,0,0,6635,2005,37
Zpb52,2006-05-12 05:00:00,0,0,12036,2005,71
Allen3,2005-06-23 16:49:00,1,0,58762,2005,29
Alteripse,2005-01-17 22:40:00,1,0,8276,2004,69
Asbestos,2005-08-26 20:55:00,1,0,5333,2004,81
Ausir,2005-05-07 21:31:00,1,0,8010,2004,630
Beland,2005-08-28 01:02:00,1,0,57107,2004,96
Bhadani,2005-09-11 08:33:00,1,0,203437,2005,381
Bishonen,2007-06-29 10:22:00,1,0,40119,2004,117
Bluemoose,2005-07-13 14:42:00,1,0,29151,2005,1379
Bmicomp,2005-09-11 00:10:00,1,0,7163,2005,31
BrokenSegue,2005-01-05 15:48:00,1,0,12306,2004,32
Burgundavia,2005-04-13 00:34:00,1,0,8693,2004,126
Cacycle,2005-03-08 17:20:00,1,0,21799,2004,160
Carbonite,2005-03-13 04:53:00,1,0,4550,2005,33
Cburnett,2005-04-24 11:08:00,1,0,30049,2004,403
CesarB,2005-05-26 02:43:00,1,0,14207,2003,58
Dbenbenn,2005-02-06 06:15:00,1,0,19190,2004,48
Dbiv,2005-01-13 03:30:00,1,0,10,2006,0
Edward,2005-01-01 22:01:00,1,0,80918,2004,171
FeloniousMonk,2005-08-06 02:56:00,1,0,18409,2004,15
Flcelloguy,2005-08-01 19:58:00,1,0,15378,2005,155
FreplySpang,2005-05-24 00:17:00,1,0,24796,2005,23
Func,2005-08-03 16:31:00,1,0,6100,2004,31
Furrykef,2005-04-19 02:51:00,1,0,30330,2003,161
Grutness,2005-02-08 04:32:00,1,0,204846,2004,609
Hall Monitor,2005-08-16 21:36:00,1,0,20413,2005,93
HappyCamper,2005-08-16 01:38:00,1,0,12995,2005,25
JeremyA,2005-06-09 05:14:00,1,0,26303,2005,103
Jitse Niesen,2005-08-12 17:35:00,1,0,17192,2003,43
Jni,2005-01-14 22:42:00,1,0,18228,2003,111
JoJan,2005-06-17 23:26:00,1,0,81399,2004,208
Josh Grosse,2005-03-07 10:43:00,1,0,8857,2001,719
Jredmond,2005-07-09 19:31:00,1,0,9170,2003,16
Jtkiefer,2006-08-11 09:01:00,1,0,9299,2005,11
K1Bond007,2005-08-12 19:57:00,1,0,25908,2003,227
Karmafist,2006-02-24 01:57:00,1,0,13920,2004,109
Katefan0,2005-09-05 17:35:00,1,0,13077,2004,80
Khaosworks,2005-04-20 16:29:00,1,0,38915,2004,162
Knowledge Seeker,2005-03-08 07:38:00,1,0,10199,2004,10
Linuxbeak,2005-05-31 22:58:00,1,0,7320,2005,6
Longhair,2005-07-25 06:07:00,1,0,139815,2004,479
Luigi30,2005-12-02 02:28:00,1,0,3725,2004,44
Lupin,2005-08-16 16:48:00,1,0,19513,2004,344
Madchester,2005-07-23 22:56:00,1,0,19793,2005,74
Mailer diablo,2005-03-24 11:13:00,1,0,54005,2004,94
Malathion,2005-08-03 06:51:00,1,0,0,2009,0
Marine 69-71,2005-05-24 20:39:00,1,0,64363,2004,296
Mzajac,2005-06-24 15:37:00,1,0,41749,2004,763
Nandesuka,2005-09-08 21:03:00,1,0,13862,2005,40
Omegatron,2005-01-22 11:41:00,1,0,33910,2003,86
Paul August,2005-05-24 22:27:00,1,0,93528,2004,56
Pharos,2005-03-12 05:23:00,1,0,34723,2004,68
Phils,2005-04-20 16:31:00,1,0,2515,2004,2
Piotrus,2013-04-24 20:10:00,1,0,179388,2004,9827
Redwolf24,2005-07-16 03:12:00,1,0,11598,2005,85
RHaworth,2005-08-08 09:38:00,1,0,101978,2005,185
Rholton,2005-01-01 01:10:00,1,0,11826,2003,199
Ronline,2005-11-25 15:18:00,1,0,14159,2004,168
Sango123,2005-07-19 19:30:00,1,0,26665,2005,90
Scimitar,2005-08-25 17:47:00,1,0,6394,2005,223
Seabhcan,2005-05-27 17:15:00,1,0,7174,2004,97
Shanes,2005-04-22 01:48:00,1,0,29631,2004,27
Sundar,2005-04-01 11:15:00,1,0,8647,2004,16
The Singing Badger,2005-09-05 06:27:00,1,0,11395,-,646
TheCoffee,2005-08-19 20:08:00,1,0,18092,2004,2680
Trilobite,2005-04-20 10:35:00,1,0,10495,2004,1845
Ugen64,2005-05-24 02:41:00,1,0,15266,2003,615
Uncle G,2005-07-09 20:36:00,1,0,45557,2005,610
Worldtraveller,2005-04-26 09:36:00,1,0,8569,2004,163
Y0u,2005-06-23 10:17:00,1,0,4141,2004,13
Yelyos,2005-11-15 00:34:00,1,0,1692,2003,36
Zocky,2005-06-01 05:55:00,1,0,10066,2002,40
Zscout370,2005-08-04 03:58:00,1,0,59330,2004,87
Zzyzx11,2005-06-01 00:15:00,1,0,118788,2005,153
^demon,2008-02-15 20:19:00,0,0,16352,2005,15
80-MAN,2005-12-10 08:42:00,0,0,439,2004,9
9cds,2006-06-08 23:23:00,0,0,3605,2005,42
Aaron Brenneman,2006-02-02 05:33:00,0,0,19660,2005,53
ABCD,2005-03-25 05:18:00,0,0,11240,2004,22
Acetic Acid,2005-10-23 23:40:00,0,0,3522,2005,21
Activision45,2005-12-11 07:04:00,0,0,328,2005,5
Adam1213,2006-01-25 01:25:00,0,0,3167,2005,4
Admiral Roo,2005-09-09 14:11:00,0,0,884,2005,48
AfC,2005-06-06 08:26:00,0,0,483,2004,2
Agent003,2005-07-23 18:35:00,0,0,378,2005,4
AlbertR,2005-09-01 20:34:00,0,0,3265,2005,26
Alkivar,2005-10-31 23:07:00,0,0,14523,2004,86
Alphax,2006-03-08 06:07:00,0,0,6681,2004,63
Anonymous editor,2005-12-30 16:59:00,0,0,16633,2005,6
Appleboy,2005-10-14 04:16:00,0,0,446,2004,0
ari89,2005-12-24 11:34:00,0,0,4342,2005,39
Aytakin,2005-11-27 03:35:00,0,0,1008,2005,8
Babajobu,2005-12-30 15:58:00,0,0,7991,2005,91
Bancroftian,2005-08-20 15:31:00,0,0,385,2005,149
Bart133,2006-12-01 15:35:00,0,0,19731,2004,54
Beau99,2005-10-20 07:02:00,0,0,963,2004,74
Ben Arnold,2005-08-31 03:05:00,0,0,1657,2004,20
BrandonYusufToropov,2005-06-21 17:27:00,0,0,7035,-,5
Chanting Fox,2005-05-05 05:51:00,0,0,1903,2005,2
Deltabeignet,2005-12-14 19:07:00,0,0,11777,2005,65
Denelson83,2005-10-07 18:28:00,0,0,21599,2003,379
Freestylefrappe,2005-10-13 01:11:00,0,0,4471,2004,67
Guanaco,2006-02-04 04:29:00,0,0,16934,2004,360
Hollow Wilerding,2005-12-31 04:11:00,0,0,1484,2005,8
Howabout1,2005-06-06 15:37:00,0,0,2337,2005,30
Jobe6,2005-09-05 06:36:00,0,0,3408,2004,51
Kappa,2005-06-01 09:21:00,0,0,36858,2004,572
Kils,2005-05-27 04:00:00,0,0,3612,2003,51
Litefantastic,2005-07-26 06:31:00,0,0,5603,2003,123
Lst27,2005-03-30 10:01:00,0,0,4218,2004,183
maltesedog,2005-06-26 20:14:00,0,0,2136,2005,4
Mb1000,2006-01-29 08:53:00,0,0,2719,2005,138
Minghong,2005-04-27 05:16:00,0,0,13114,2003,124
Mrmattkatt,2005-09-15 19:53:00,0,0,136,2005,0
Musachachado,2005-07-21 06:00:00,0,0,36,2005,0
Pedant,2005-01-08 20:43:00,0,0,7781,2004,271
Pyrop,2004-12-29 07:57:00,0,0,2784,2004,129
Rfc1394,2005-09-06 05:56:00,0,0,14720,2003,237
Scott Gall,2005-06-05 11:53:00,0,0,1465,2004,43
Stevey7788,2005-07-17 22:19:00,0,0,17086,2005,431
Susvolans,2005-06-24 20:04:00,0,0,8147,2004,316
Ta bu shi da yu,2005-06-20 08:41:00,0,0,32902,2004,338
Wereon,2005-03-07 01:43:00,0,0,17362,2004,18
William M. Connolley,2006-01-07 13:17:00,0,0,59252,-,266
Zappaz,2005-09-08 21:04:00,0,0,5934,2004,47
Zxcvbnm,2005-08-01 23:19:00,0,0,13258,2004,51
Alex S,2004-03-10 17:06:00,1,0,4650,2003,156
ALoan,2004-10-04 16:57:00,1,0,0,2008,0
Andrew Yong,2004-05-08 22:19:00,1,0,4683,2003,97
Aranel,2004-10-28 15:59:00,1,0,16753,2004,24
Aris Katsaris,2004-11-11 17:13:00,1,0,6206,2004,81
Arminius,2004-09-10 00:54:00,1,0,2652,2004,29
Arvindn,2004-02-26 17:39:00,1,0,4325,2002,84
Benc,2004-09-20 23:03:00,1,0,5524,2003,246
Caltrop,2004-01-08 17:28:00,1,0,3524,2002,215
Chmod007,2004-09-16 10:16:00,1,0,4785,2004,87
Chris 73,2004-05-01 04:44:00,1,0,25595,2003,163
ContiE,2004-08-14 06:18:00,1,0,0,2007,0
Cool Hand Luke,2004-10-18 13:14:00,1,0,14494,2004,106
CryptoDerk,2004-09-23 02:20:00,1,0,10492,2003,145
CSTAR,2004-11-16 19:15:00,1,0,8866,2004,52
Cutler,2004-07-01 15:16:00,1,0,10149,2003,187
Danny,2004-01-24 17:33:00,1,0,41414,2002,618
Dcoetzee,2004-04-28 23:05:00,1,0,37529,2003,75
Duk,2004-12-17 16:34:00,1,0,10888,2004,69
Duncharris,2004-11-03 23:14:00,1,0,30510,2004,771
Elf,2004-06-01 19:50:00,1,0,19319,2004,158
Exploding Boy,2004-04-04 05:04:00,1,0,16819,2004,57
Ferkelparade,2004-12-04 00:18:00,1,0,9600,2004,46
Ffirehorse,2004-10-18 01:22:00,1,0,1747,2004,25
Francs2000,2004-02-24 03:16:00,1,0,39062,2003,503
Frazzydee,2004-08-29 07:41:00,1,0,8071,2003,144
Gamaliel,2004-11-15 04:41:00,1,0,71603,2004,253
GeneralPatton,2004-12-02 03:49:00,1,0,5223,2004,62
Golbez,2004-09-22 10:23:00,1,0,57522,2004,294
Guanaco,2006-02-04 04:29:00,1,0,16934,2004,360
Hadal,2004-02-22 17:56:00,1,0,29595,2003,173
Hcheney,2004-04-23 00:15:00,1,0,3439,2003,56
Hemanshu,2004-02-04 00:04:00,1,0,18770,2003,151
Hyacinth,2004-11-08 03:13:00,1,0,133976,2003,916
Ike9898,2004-01-31 15:18:00,1,0,10967,2003,19
Imran,2004-01-08 17:26:00,1,0,3486,2002,469
Jay,2004-03-06 14:45:00,1,0,6761,2003,59
Jengod,2004-02-13 09:32:00,1,0,47734,2003,639
Jeronimo,2004-11-11 22:59:00,1,0,8556,2002,1535
Jfdwolff,2004-05-03 23:27:00,1,0,77907,2004,423
Kim Bruning,2004-07-28 20:31:00,1,0,20853,2003,21
Lexor,2004-03-05 18:06:00,1,0,12793,2003,214
Lowellian,2004-05-17 23:20:00,1,0,38796,2002,388
Ludraman,2004-10-21 11:29:00,1,0,2576,2003,63
Lupo,2004-07-26 00:59:00,1,0,22875,2003,308
MacGyverMagic,2004-11-24 10:39:00,1,0,44753,2003,22
Mackensen,2004-09-23 00:47:00,1,0,53152,2003,214
Mackeriv,2004-12-18 06:06:00,1,0,2668,2003,15
Malcolm Farmer,2004-12-01 15:42:00,1,0,5747,2001,378
Mark,2004-07-05 08:12:00,1,0,10059,2001,18
Mark Richards,2004-04-29 23:50:00,1,0,4610,2004,66
Matt Crypto,2004-09-30 16:39:00,1,0,23089,2004,310
Maury Markowitz,2004-11-15 14:49:00,1,0,42523,2002,869
Maximus Rex,2003-12-22 02:20:00,1,0,21625,2003,223
Meelar,2004-04-03 19:14:00,1,0,27201,2003,98
Merovingian,2004-03-09 20:28:00,1,0,53858,2003,91
Mic,2004-03-17 23:06:00,1,0,17739,2002,1315
Michael Snow,2004-04-20 21:36:00,1,0,18472,2003,60
Mikkalai,2004-01-31 21:54:00,1,0,5,2009,0
Mkmcconn,2004-02-29 04:00:00,1,0,10884,2002,64
Moink,2004-03-15 19:22:00,1,0,5424,2003,23
Mustafaa,2004-11-26 01:38:00,1,0,14180,2004,567
MykReeve,2004-05-01 23:20:00,1,0,2028,2003,10
Nichalp,2004-09-22 03:58:00,1,0,28407,2004,187
Niteowlneils,2004-05-28 07:52:00,1,0,25409,2004,303
Nohat,2004-04-15 19:14:00,1,0,10866,2003,134
Pfortuny,2004-03-04 21:23:00,1,0,1764,2003,13
Pollinator,2004-03-21 02:30:00,1,0,14256,2003,160
Quadell,2004-07-07 19:16:00,1,0,107290,2003,79
Rbrwr,2004-04-29 17:25:00,1,0,9669,2002,246
Rdsmith4,2004-09-25 18:22:00,1,0,23764,2004,121
Rfl,2004-12-03 16:21:00,1,0,4781,2004,141
Rlandmann,2004-08-01 16:05:00,1,0,50824,2003,642
SD6-Agent,2004-04-27 03:50:00,1,0,9602,2003,1197
Seglea,2004-01-30 06:40:00,1,0,10569,2003,317
Sj,2004-03-31 17:45:00,1,0,19515,2004,51
Spencer195,2004-10-21 11:37:00,1,0,4043,2004,219
Ssd,2004-07-17 22:35:00,1,0,5481,2004,9
Stevenj,2004-04-10 20:51:00,1,0,14636,2003,24
Stewartadcock,2004-02-10 03:05:00,1,0,5986,2003,39
Stormie,2004-07-28 21:29:00,1,0,15604,2003,92
SWAdair,2004-10-26 23:36:00,1,0,8626,2004,11
Taxman,2004-12-02 18:28:00,1,0,14708,2003,115
Texture,2004-02-28 13:02:00,1,0,19623,2003,12
TheCustomOfLife,2004-08-31 02:24:00,1,0,17352,2004,426
Tillwe,2004-02-23 20:33:00,1,0,2919,2002,99
UninvitedCompany,2004-04-18 07:17:00,1,0,8411,2003,36
Urhixidur,2004-12-25 23:30:00,1,0,39964,2004,392
Visorstuff,2004-03-05 17:55:00,1,0,5735,2003,9
Warofdreams,2004-02-05 18:19:00,1,0,81164,2003,667
Wesley,2004-03-04 23:23:00,1,0,7326,2001,77
Ww,2004-04-13 10:21:00,1,0,9812,2003,31
XJamRastafire,2004-04-20 23:59:00,1,0,0,2013,0
Yacht,2004-03-01 00:26:00,1,0,2894,2003,68
BRG,2004-11-18 05:57:00,0,0,24549,2003,919
DCEdwards1966,2004-12-26 00:01:00,0,0,15428,2004,794
EdwinHJ,2005-12-15 00:54:00,0,0,4958,2003,131
Eequor,2004-11-09 19:59:00,0,0,15921,2004,233
Indrian,2004-11-10 22:24:00,0,0,10768,2004,81
Marine 69-71,2005-05-24 20:39:00,0,0,64363,2004,296
Maurreen,2004-12-10 04:33:00,0,0,22358,2004,27
Nathanlarson32767,2004-12-20 23:02:00,0,0,2140,2004,51
P3d0,2004-11-02 13:51:00,0,0,561,2010,0
Pumpie,2004-11-09 20:02:00,0,0,45119,2003,1716
ScudLee,2004-10-21 04:51:00,0,0,9389,2004,23
Skyler1534,2004-10-14 03:15:00,0,0,901,2004,23
Andres,2003-12-16 13:34:00,1,0,12259,2003,43
Arwel Parry,2003-10-09 21:53:00,1,0,22631,2003,200
Christopher Mahan,2003-11-07 21:52:00,1,0,4211,2002,255
Ihcoyc,2003-11-14 21:00:00,1,0,29955,2003,606
Jwrosenzweig,2003-08-21 11:47:00,1,0,7446,2003,21
Llywrch,2003-08-23 03:34:00,1,0,57649,2002,148
Nanobug,2003-08-18 23:16:00,1,0,535,2003,5
Pakaran,2003-12-05 05:42:00,1,0,9737,2003,19
